appid,name,playtime_forever,img_icon_url,playtime_windows_forever,playtime_mac_forever,playtime_linux_forever,playtime_deck_forever,rtime_last_played,content_descriptorids,playtime_disconnected,has_community_visible_stats,playtime_2weeks,has_leaderboards
448510,Overcooked,0,0f8cb2d03134bfbc0536dcc9a476d9ba3a1e67f5,0,0,0,0,0,,0,True,,
465200,Fury Unleashed,0,537c74691750b8a0b9fad10023d64779835989b8,0,0,0,0,0,"[2, 5]",0,True,,True
471810,Death Squared,317,cdb98c51ac4c696b198cd652b86c8359d77a244b,0,0,317,317,1714004855,,1,True,,
474960,Quantum Break,0,68c50addc599af219e4e135a81733a867c2986c2,0,0,0,0,0,,0,True,,
489830,The Elder Scrolls V: Skyrim Special Edition,0,0dfe3eed5658f9fbd8b62f8021038c0a4190f21d,0,0,0,0,0,"[1, 5]",0,True,,
494430,Praey for the Gods,0,0f0be9d92550a9664c1dc842d5fb09db70ee6cd6,0,0,0,0,0,,0,True,,
503560,911 Operator,0,823158b3e81e69f1fb9c355c86f05655575e6317,0,0,0,0,0,,0,True,,
510050,You Have 10 Seconds,0,6d86dcfda5ce2f3f90aed1e6853b885b7a36d2d4,0,0,0,0,0,,0,,,
516110,ToeJam & Earl: Back in the Groove,0,3743b40213477c5e902fabfb1493844877baf86e,0,0,0,0,0,,0,True,,
521880,RPG Maker VX,0,99917d9a05b7cbbf0ef110597bc81c0de4340000,0,0,0,0,0,,0,,,
526870,Satisfactory,0,ee3406fe5ec813b1987ad67e37e5cd6fb4f620e6,0,0,0,0,0,,0,True,,
530320,Wandersong,0,a7897f394ee223b6d9554160ee96ded613ddd674,0,0,0,0,0,,0,True,,
530930,Soulblight,0,97cac4cf7db8ae11dd2cf9f13e1ee893d701d89d,0,0,0,0,0,,0,True,,True
546430,Pathway,0,9ffd5f407ef365da34edc5a05eb64506955c6df5,0,0,0,0,0,,0,True,,
548430,Deep Rock Galactic,462,e033e23c29a192a17c16a7645a2b423ac64ff447,0,0,462,462,1726201335,[5],1024,True,,True
572890,Pikuniku,0,6160bb19bbf6e4d225d00fb0680176922070468a,0,0,0,0,0,,0,True,,
579720,Neverout,0,60a7a96fa0f4348574c0b5bd6cfc8276f53c496a,0,0,0,0,0,,0,,,
601360,Portal: Revolution,0,7afb1feec3db22a42a34ac59657a510647ff4b77,0,0,0,0,0,,0,True,,
607050,Wargroove,0,5d9f9be7eea6816578e46f07629a4dae8cec3b59,0,0,0,0,0,,0,True,,
610180,The Jackbox Party Pack 4,0,90a9ae59123b4c52b970f11b14eb655063b8dbf5,0,0,0,0,0,,0,True,,
622890,NecroWorm,0,2c74582b34a6a355fe7f3645b43809746bf636b6,0,0,0,0,0,,0,True,,
631770,Pixplode,0,27b4db719d167940f06626582a35d798a9dfadbc,0,0,0,0,0,,0,True,,
636070,Corridor Z,0,3c1df6cf972fc17f0c08782a5e42e94c3ec4446c,0,0,0,0,0,,0,True,,
392110,ENDLESS™ Space 2,0,0c827b1aec045d2a84898263400990561b6a3068,0,0,0,0,0,,0,True,,
645630,Car Mechanic Simulator 2018,0,f793ad58cbe121b079a40f9e560ad6d957ede22d,0,0,0,0,0,,0,True,,
646570,Slay the Spire,0,33ea124ea8c03a9ce7012d34c3b348a351612fca,0,0,0,0,0,,0,True,,True
218620,PAYDAY 2,0,a6abc0d0c1e79c0b5b0f5c8ab81ce9076a542414,0,0,0,0,0,,0,True,,
673190,All-Star Fruit Racing,63,f54b274f50c98103e840c79b8d60c9fac3361b26,24,0,38,38,1704258433,,0,True,,
323580,Jotun: Valhalla Edition,0,69b336a11a1e8acee4034b970a89c1df7cf53b32,0,0,0,0,0,,0,True,,
414340,Hellblade: Senua's Sacrifice,0,8a5d8f2d1cb52b21eaf4f6609592c6634731c962,0,0,0,0,0,"[2, 5]",0,True,,
747350,Hellblade: Senua's Sacrifice VR Edition,0,8a5d8f2d1cb52b21eaf4f6609592c6634731c962,0,0,0,0,0,"[2, 5]",0,True,,
701160,Kingdom Two Crowns,0,7bf44c4e301a0f6fae78f697b39b5a1268223945,0,0,0,0,0,,0,True,,
718650,Driftland: The Magic Revival,0,2c2e3e5f586255c829129fba3b1d76b0fbc20682,0,0,0,0,0,,0,True,,
723100,Orbital Racer,0,ea7f9efaa1e8d399430da8d4a40d77bee50f9901,0,0,0,0,0,,0,,,
748300,Treasure Hunter Simulator,0,9f7628639272a215819f5602b9b993b49fecf09f,0,0,0,0,0,,0,True,,
757310,Sable,0,99b24f25b351f471e84ac9f3a25498505b679695,0,0,0,0,0,,0,True,,
231430,Company of Heroes 2,0,5e7e1866fb4f33a17393b0441cd1c750dbd91c5f,0,0,0,0,0,,0,True,,
368230,Kingdom: Classic,0,0d741624c643448ff74741f50a4b80a24529b869,0,0,0,0,0,,0,True,,
767360,Monster League,97,543fcc67544a3f5e6b6a6fec4e51e011ee385275,97,0,0,0,1680479561,,0,,,
774461,The Jackbox Party Pack 5,37,aeb323dc48943fe83a588db94b2e9d48d4f2bdcd,37,0,0,0,1688175402,,0,True,,
785890,Hexologic,0,7bedc0ef6e2d0fba292e2cad90d0166fb670319c,0,0,0,0,0,,0,True,,
793460,112 Operator,0,c7969b412c7fb346e46e35c7478dc3f641863d09,0,0,0,0,0,,0,True,,
209670,Cortex Command,167,2976d0e44d338d1f6136d222d8b2a764a1dfee2e,167,0,0,0,1582249831,,0,True,,
464920,Surviving Mars,0,6c0bbf943ed725a16304161b89061ac1d37f6a2a,0,0,0,0,0,,0,True,,
803330,Destroy All Humans!,1154,f6679705155ed59580d9d6c9a8b13b577c9db776,1154,0,0,0,1640936549,"[2, 5]",0,True,,
813630,Supraland,0,e5def2d820a777ad0408249b8fa5deffae645d19,0,0,0,0,0,,0,True,,
834450,Roarr! Jurassic Edition,0,5f1ef6f31fff659a3e498bd3f5c051904871a745,0,0,0,0,0,,0,True,,
844260,Rustler,0,585b68bf670f80effae05a288145da2d99dd0898,0,0,0,0,0,"[2, 5]",0,True,,
846030,ΔV: Rings of Saturn,0,771dc9759f856ccd5f2949d74199b58388dd7d0c,0,0,0,0,0,,0,True,,True
847370,Sunset Overdrive,0,9870dc3dc81444a78503eecb9ca54a9628a836f5,0,0,0,0,0,"[2, 5]",0,True,,
867400,Out of Reach: Treasure Royale,0,1393ea8d87b141e680160efa0ec7f84298952934,0,0,0,0,0,"[2, 5]",0,True,,
870780,Control Ultimate Edition,0,3438e3a03c82194349d66f99ee642ba59cbcc3dc,0,0,0,0,0,"[2, 5]",0,True,,
871530,Radio Commander,0,e9a2b119142d817bbafb72dba14d03415463381a,0,0,0,0,0,[5],0,True,,
873940,Crying Suns,0,bc3c7526604677b0d84e7d320104798259d27dc7,0,0,0,0,0,,0,True,,
356190,Middle-earth™: Shadow of War™,0,316c479e5d51d21e15eb8f82338fce82c42c4115,0,0,0,0,0,"[2, 5]",0,True,,
714010,Aimlabs,17,15347de11efc127539c388e585af9e92d10d5189,0,0,17,17,1712435487,,0,True,,True
905340,Heave Ho,1115,40c4305497de0d0ea540632e82dac34987354be8,879,0,235,235,1722874920,,0,True,,
916100,Telefrag VR,0,0e9080705b6027e5086bc7e2286ca6c8185e81eb,0,0,0,0,0,"[2, 5]",0,True,,
304390,For Honor,0,64dd8eca34f0b5faeda135f057da1973806852f2,0,0,0,0,0,"[2, 5]",0,,,
654310,For Honor - Public Test,0,64dd8eca34f0b5faeda135f057da1973806852f2,0,0,0,0,0,"[2, 5]",0,,,
938560,INMOST,0,c6b45ebe82fe7eb161cc06d86fbc2316918e7182,0,0,0,0,0,,0,True,,
966330,Flower,0,1322a0a4ab88b0a748cbcb24f39c5f34aac93aa8,0,0,0,0,0,,0,True,,
990080,Hogwarts Legacy,156,a9ecb94f249768d0ee5ccecbffe8d8c06d9bed59,156,0,0,0,1678670837,,0,True,,
993090,Lossless Scaling,25,42900f430ed7828d2dfa25f07ac02e3de96bc520,25,0,0,0,1724103338,,0,,,
996580,Spyro™ Reignited Trilogy,395,58d9d5bb243382cdb00259733d71e7621f502a2d,395,0,0,0,1660247097,,0,True,,
449960,Book of Demons,0,d1984fec656bac08a20b4fdd9d6c9e272295c5d7,0,0,0,0,0,,0,True,,True
998740,Ring of Pain,0,ed6af653684527f88d189ad86ed958c106931d5b,0,0,0,0,0,,0,True,,
412020,Metro Exodus,0,f9863ed0ffc717b130744488f088ae95fe6e9bd8,0,0,0,0,0,"[2, 5]",0,True,,
1449560,Metro Exodus Enhanced Edition,0,f9863ed0ffc717b130744488f088ae95fe6e9bd8,0,0,0,0,0,,0,True,,
1005300,The Jackbox Party Pack 6,124,3714884d0e785cef24ab19d38d1fba62a3690e2e,124,0,0,0,1637888031,,0,True,,
1016790,West of Dead,0,5eb00dd429aa9345a0ce57632b9b37370580695e,0,0,0,0,0,,0,True,,
1026420,WARSAW RISING: City of Heroes,0,70ad55891ec292140e7180744d3427555bc2bced,0,0,0,0,0,,0,True,,
1040420,Dreamscaper,0,a824069ac6ebef131f1e29e7c9a73fbab320548b,0,0,0,0,0,,0,True,,
1042490,Call of the Sea,0,ec91d394beed7123356920cc1ad1bd7700540ff0,0,0,0,0,0,,0,True,,
1058020,"STAR WARS™ Battlefront (Classic, 2004)",781,ac529a70f5fb54548e55c3dad45c9548a7a162d4,763,0,18,18,1695588843,,0,,,
1061180,Crumble,111,0e5e3554e387e467d4aeb7de80a26c74a35df017,0,0,111,111,1704301676,,20,True,,True
1069030,EarthX,0,d02690c9e92f65576fd2b82c4e143db6ee39dff8,0,0,0,0,0,,0,True,,
1078760,Motorcycle Mechanic Simulator 2021,0,6ddee20ca352fada6bf3929dff55b70221c67eb3,0,0,0,0,0,,0,True,,
1085510,Garfield Kart - Furious Racing,0,dbb7640f3d7b8027eadf708d899031390b1fe694,0,0,0,0,0,,0,True,,True
1103730,Shing!,0,47ba0cdaeac6187e859cd58332b60142570ab18d,0,0,0,0,0,"[2, 5]",0,True,,
976730,Halo: The Master Chief Collection,181,196a45d8df1981ff6b6b1872a38dc38f6c22875d,181,0,0,0,1618794654,"[2, 5]",0,True,,
1128810,RISK: Global Domination,6,ecc6f7301e88a88e93edec1a3d4ddcc7ec9c5335,6,0,0,0,1639964803,,0,True,,
1142080,Pawnbarian,0,833d04777db38703b08d31565c4c33528f1e7e72,0,0,0,0,0,,0,True,,
1154810,Going Under,0,50a1e9277f9b2024a1fafdf407b3ec3889389a96,0,0,0,0,0,,0,True,,
1085660,Destiny 2,0,fce050d63f0a2f8eb51b603c7f30bfca2a301549,0,0,0,0,0,,0,True,,
1186640,Pumpkin Jack,40,0d98a9c616c3b14006188e95340cba712d94b42a,0,0,40,40,1729535796,,0,True,,
1191900,Say No! More,0,30f0e4ab7334177f5a99fb8e453e55c545dcd747,0,0,0,0,0,,0,True,,
408410,X-Morph: Defense,0,e0ca86b7d68b68066cdafed1d1ce412a4c6cba28,0,0,0,0,0,,0,True,,
1225560,Unravel,11,6746371712b83b3c45e282862ad3f466b6a791d9,11,0,0,0,1724185157,,0,True,,
1225570,Unravel Two,0,e47fb3108c7590af816e13f216500036ca32203f,0,0,0,0,0,,0,True,,
1230800,Beach Buggy Racing 2,0,1f676b53fa54a3734c83779dae551342e2b68746,0,0,0,0,0,,0,True,,
322500,SUPERHOT,0,81839f0d50cb3e54c9aa7c69c04916f1e53d8c35,0,0,0,0,0,,0,True,,
1237950,STAR WARS™ Battlefront™ II,94,dbdd20f60579c3695427801a7b8d9844cf3e428b,0,0,94,94,1727555312,,0,True,,
1281930,tModLoader,9,e8a125078a31b8475994e8ce4d8d6fdd6becc131,9,0,0,0,1633211466,,0,,,
1285670,Post Void,0,a312a35d1d85a8c69b8a7eadf30bda69b0eae0d6,0,0,0,0,0,"[2, 5]",0,True,,True
1286830,STAR WARS™: The Old Republic™,1032,cee1e2970e9535767d963bf3c2c4011adb100609,1032,0,0,0,1674524094,,0,True,,
1332010,Stray,633,7794cc0b4e70bd3e4b9a0d07e2570ab8668c5f0b,633,0,0,0,1660542564,,0,True,,
638230,Journey,0,8538c0cb998e844ce5c78683f322e9ca81075a34,0,0,0,0,0,,0,True,,
1383960,Nickelodeon Kart Racers 2: Grand Prix,0,672061795b9cced24dba663f907e90b01222740a,0,0,0,0,0,,0,True,,
1016120,PGA TOUR 2K21,0,77ea22d83bb0184d54d5251b06e9ec45976a676d,0,0,0,0,0,,0,True,,
1410640,Syberia - The World Before,0,e3273f18903c25b6b034b9717bdd3e318b80ed4a,0,0,0,0,0,[5],0,True,,
1421230,Syberia The World Before - Prologue,42,3ecd8b8b14a78a771eca576ddb1acad57ec6be53,42,0,0,0,1608330637,[5],0,True,,
1426210,It Takes Two,2417,6b15f6d81c4fc52056f4928b363b7fac591a945b,2289,0,127,127,1720920927,,0,True,,
1433860,The Amazing American Circus,0,d1014e864c30408dd4cb3d1ace107e5716054c82,0,0,0,0,0,[5],0,True,,
1440670,Zeepkist,0,2bcf55b8617eb87c565d29f36d08609fd97d904d,0,0,0,0,0,,0,True,,
1481400,Dagon,0,854ec49de1b5b2032a1b251ce0770947b0df195c,0,0,0,0,0,,0,True,,
1506440,Batora: Lost Haven,0,ba7905df94f9b4d9a61003141cc1965d38251c0c,0,0,0,0,0,,0,True,,
1506510,The Ramp,9,a799861768617851f2396d71ada01819a7226ba0,0,0,9,9,1704671143,,0,True,,
537800,Bomber Crew,0,8af44d76dd3688b8b5b12a7fd9091f6d32fd3703,0,0,0,0,0,,0,True,,True
245170,Skullgirls 2nd Encore,0,0931d59aa0e33244275f4fa6c4409816ccf00296,0,0,0,0,0,,0,True,,
616560,Ultimate Epic Battle Simulator,0,808ec0919be68550c107fc513522633dc7656885,0,0,0,0,0,"[2, 5]",0,,,
582660,Black Desert,0,bf5ccace0a692720984827bf042143d0d4b28a42,0,0,0,0,0,"[1, 5]",0,,,
43110,Metro 2033,0,a70fe6dc214f24107d20596f3040dbfa220ed42d,0,0,0,0,0,[5],0,True,,
351510,Quiplash,81,5e089d7b28f730310523c1ce4139ccee230dbd55,81,0,0,0,1624586595,,0,True,,
1607680,Bread & Fred,0,fcfff47466da4d40a2f1aa12fc941e2955f55038,0,0,0,0,0,,0,True,,
1620040,Nickelodeon Kart Racers 3: Slime Speedway,0,6c4fd0faff1823f80da98f39794ad1e27c5c499e,0,0,0,0,0,,0,True,,
94300,The Dream Machine,0,6c876b1ffd82d9aeb59cdde2520c6939610e0acc,0,0,0,0,0,,0,True,,
46500,Syberia,36,bd19a0149639c539662f8bfc6086623dcd517214,0,0,36,36,1730421408,,0,,2.0,
46510,Syberia 2,0,7648a84341ef713722ca5a33a962defe39f3e5b8,0,0,0,0,0,,0,,,
924970,Back 4 Blood,0,4a2e853e7098bb0ebe637107e8180084a3117184,0,0,0,0,0,"[2, 5]",0,True,,
571310,SteamWorld Dig 2,1186,dd93b3ef55eca4f9b30dac04450bf03fed2c31a6,1186,0,0,0,1654029590,,0,True,,
1817070,Marvel’s Spider-Man Remastered,1243,346333cb340139ad8b697005e5c79a3162c387b0,804,0,439,439,1728509688,,3,True,,
204450,Call of Juarez Gunslinger,0,b9a00d132852719cd6e6c2be3f3d0fdf669ed7ce,0,0,0,0,0,,0,True,,
920210,LEGO® Star Wars™: The Skywalker Saga,2737,568a07f03f8dba0b74c4a02f6ebb43ce5e09075c,1071,0,1666,1666,1716400900,,20,True,,
1902490,Aperture Desk Job,32,3e71e5682e61ce692a4475b9d16ea6e026ac3233,0,0,32,32,1695423482,,0,,,
520720,Dear Esther: Landmark Edition,0,886a70c7c78c240da7daa1de01490b44c9855f89,0,0,0,0,0,,0,True,,
1929870,Nomad Survival,1976,af66323cd4d2a0ad17d326a9c576fbd1a63ab8d5,0,0,1976,1976,1731296658,,0,True,21.0,
1981820,Strike Force Heroes,400,01c92871b5a3ceedcb1b3d613241682cd22b2fa3,0,0,400,400,1722655950,"[2, 5]",32,True,,
1985690,The Looker,0,3171264caf25b765083dfd21a5f9c7ba099fe56f,0,0,0,0,0,[5],0,True,,
2012840,Portal with RTX,0,611a08d5cfa11033ef96de3ba890ba379dd76fa1,0,0,0,0,0,,0,True,,
346110,ARK: Survival Evolved,0,fef1799533131c10f538d2dd697bbbd89e663265,0,0,0,0,0,,0,True,,
407530,ARK: Survival Of The Fittest,0,807c673cddebbfee0700a947a75f4872ad136e9b,0,0,0,0,0,,0,,,
552500,Warhammer: Vermintide 2,0,a671f2ddf7359beba9702ac097baf6d50cb07202,0,0,0,0,0,"[2, 5]",0,True,,
40990,Mafia,0,3c86a0fd4f94a97b6f4ce31b5c31532e2098fe7b,0,0,0,0,0,"[2, 5]",0,,,
1774580,STAR WARS Jedi: Survivor™,2744,25578ffb2c6070c5d4e6569624efaadb8a0f5538,1075,0,1669,1669,1731295291,,0,True,322.0,
1872550,Destroy All Humans! – Clone Carnage,0,73f583e6f91859a2f78dd6e5ca4a9099500b1e70,0,0,0,0,0,"[2, 5]",0,True,,
1294660,Divine Knockout (DKO),0,2f2112d19f357a6bdaccafbdda5bd3ad82bb0d9f,0,0,0,0,0,,0,True,,
493540,Figment,0,2715c4d5cba6b7f5a3a4b403a9723d86d8c68ea4,0,0,0,0,0,,0,True,,
2324650,The Murder of Sonic the Hedgehog,0,0da85d6bca94f4e4e81b71deb3145859d094d5d1,0,0,0,0,0,,0,,,
1712840,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,0,244954d1c6b9516a6a14c534ad0162b36cd7cbe8,0,0,0,0,0,,0,True,,
263060,Blockstorm,0,883b2cee32047782e366da6c1cad39e87a4b630f,0,0,0,0,0,,0,True,,True
1144770,SLUDGE LIFE,0,cd91eebd4b1f4064f460769fd8477fb7a6a2bffa,0,0,0,0,0,"[1, 5]",0,True,,
544610,Battlestar Galactica Deadlock,0,9f04e46ee137eac4bcd300c566c91c858abb3c55,0,0,0,0,0,,0,True,,
226620,Desktop Dungeons,0,f4c30e39f4ce6da904793d7c91db59a0a70b8b3a,0,0,0,0,0,,0,True,,
660160,Field of Glory II,0,69e42fb6bde64f155cd5efc2f5c5a4642c18e9a4,0,0,0,0,0,,0,True,,
43160,Metro: Last Light Complete Edition,0,7b84b80d2cebe41ba87c59b28e2473d3b33e797d,0,0,0,0,0,[5],0,True,,
1180660,Tell Me Why,0,6eb40e6f71226ce5bea75601a1ec0f9d6f647dd1,0,0,0,0,0,[5],0,True,,
2446550,STAR WARS™: Battlefront Classic Collection,922,27f4cf90d3625946e0b0f4a5b0b27a672cac8577,0,0,922,922,1730421183,,20,True,16.0,
383270,Hue,0,48682a5e83cf7f011a15b68f460a972635742d06,0,0,0,0,0,,0,True,,
2230110,Fae Farm,2366,381beb0cf0db04904fbf310287a27a3f0781230a,0,0,2366,2366,1714448180,,0,True,,
282800,100% Orange Juice,0,baaf4be38deeb8a631567ee6c651ca23b65c834a,0,0,0,0,0,,0,True,,True
289130,ENDLESS™ Legend,0,02277be6b9b09671b857948006316057974d7036,0,0,0,0,0,,0,True,,
489630,"Warhammer 40,000: Gladius - Relics of War",0,ba6ea4fbeec62073763e103450e8aa7c5373d010,0,0,0,0,0,,0,True,,
569610,Distant Space,0,1cfe852a7e1054108d50d2a3b28219411b776bc4,0,0,0,0,0,,0,True,,
585690,Minimalism,0,7c42783fcca64ee838bafc8a823af8b883ad0cf3,0,0,0,0,0,,0,True,,
